Bath,Bed,Price,Property,Sqft
6.5,5,"$27,500,000",Co-op,
1,1,"$725,000",Co-op,
2,2,"$1,800,000",Condos,"1,325"
3,3,"$2,000,000",Co-op,
3.5,5,"$2,900,000",Co-op,"2,700"
1,1,"$599,000",Co-op,750
2,1,"$1,150,000",Condos,995
1,1,"$850,000",Co-op,
1,2,"$1,295,000",Co-op,
2.5,2,"$2,499,999",Co-op,"1,800"
1,1,"$699,000",Co-op,950
2.5,3,"$1,995,000",Condos,"2,116"
1.5,1,"$1,450,000",Condos,948
8.5,6,"$9,150,000",Co-op,
3.5,4,"$3,199,000",Condos,"3,212"
4.5,5,"$7,995,000",Condos,"3,346"
1.5,2,"$1,200,000",Co-op,
1,1,"$795,000",Condop,819
,0,"$12,500,000",Condos,
2.5,2,"$2,700,000",Condos,"1,674"
1,2,"$1,315,000",Co-op,
1,1,"$970,000",Co-op,"1,000"
3,3,"$4,725,000",Condos,"1,784"
1,1,"$1,355,000",Condos,770
1,1,"$1,400,000",Condos,876
2,3,"$2,945,000",Condos,"1,647"
1,0,"$990,000",Condos,542
1,1,"$1,290,000",Condos,801
1,0,"$1,040,000",Condos,542
1,1,"$1,230,000",Condos,831
1,2,"$390,000",Co-op,
1,2,"$275,000",Co-op,750
1,1,"$420,000",Co-op,
1,1,"$710,000",Co-op,
2,3,"$1,245,000",Co-op,"1,777"
5.5,7,"$4,700,000",Multi-Family Home,"5,800"
2,2,"$2,595,000",Co-op,
1,2,"$765,000",Condos,765
1,1,"$529,000",Co-op,
1,1,"$849,000",House for Sale,
2.5,2,"$2,250,000",Condos,"1,322"
1,0,"$329,000",Co-op,
2,1,"$869,000",Co-op,
1,1,"$850,000",Co-op,850
1,1,"$745,000",Condos,
1,0,"$459,000",Co-op,
1,1,"$1,400,000",Condos,722
1,0,"$650,000",Co-op,
3.5,3,"$5,250,000",Condos,
1,1,"$1,090,000",Condos,874
3.5,4,"$2,950,000",Co-op,
2,2,"$1,500,000",Co-op,"1,500"
1,2,"$730,000",Co-op,850
1,1,"$750,000",Co-op,875
1,2,"$830,000",Co-op,"1,005"
1.5,1,"$5,250,000",Condos,"1,297"
4,4,"$5,495,000",Co-op,
2.5,2,"$2,760,000",Condos,"1,473"
1,1,"$675,000",Co-op,820
5.5,2,"$29,500,000",Condos,"6,829"
2.5,2,"$2,670,000",Condos,"1,485"
2,2,"$1,195,000",Co-op,
2,3,"$1,210,500",Condos,"1,249"
3,3,"$1,895,000",Condos,"1,432"
1,1,"$875,000",Co-op,
2,2,"$6,250,000",Condos,"1,625"
,0,"$2,300,000",Townhomes,"3,000"
1,1,"$750,000",Co-op,
2.5,2,"$5,400,000",Co-op,
1,2,"$895,000",Co-op,950
1,1,"$1,495,000",Condos,754
4,5,"$2,950,000",Townhomes,"3,275"
1,1,"$999,000",Co-op,
2,2,"$999,999",Co-op,"1,300"
1,2,"$510,000",Co-op,
1,2,"$950,000",Co-op,
1,2,"$239,000",Co-op,
4,5,"$9,500,000",Condos,"4,250"
1.5,1,"$975,000",Co-op,943
1,2,"$980,000",Co-op,
1,0,"$295,000",Co-op,
3,3,"$12,995,000",Co-op,
1,1,"$750,000",Co-op,
6.5,5,"$13,900,000",Condos,"5,000"
2,1,"$4,995,000",Co-op,
1,2,"$795,000",Co-op,
1,3,"$350,000",Condos,
1,1,"$719,000",Co-op,
4,3,"$6,950,000",Co-op,"2,988"
5.5,5,"$4,500,000",Co-op,
2,2,"$3,795,000",Co-op,
5.5,4,"$8,500,000",Co-op,
2,2,"$2,495,000",Condos,"1,522"
2.5,2,"$2,750,000",Co-op,
1,1,"$2,200,000",Co-op,
1,1,"$529,000",Condos,640
1,1,"$1,099,000",Condos,"1,101"
1,1,"$640,000",Co-op,
2.5,3,"$1,895,000",Co-op,
1,0,"$549,000",Co-op,
4.5,4,"$5,875,000",Condos,"2,637"
1,0,"$429,000",Co-op,
2,2,"$2,805,000",Condos,"1,385"
1,0,"$2,467,209",Condos,"2,191"
2,3,"$1,050,000",Co-op,"1,400"
2,,"$1,975,000",Co-op,"1,900"
1,0,"$979,000",Co-op,
2,2,"$2,500,000",Co-op,"1,450"
1.5,1,"$3,900,000",Co-op,"1,581"
8,6,"$24,500,000",Townhomes,"8,400"
1,1,"$2,000,000",Condos,782
4,4,"$9,950,000",House for Sale,"4,138"
2,2,"$2,400,000",Condos,"1,382"
4,,"$4,100,000",Condo,"2,800"
2,2,"$2,300,000",Condos,"1,446"
1,1,"$975,000",Condos,767
1,1,"$980,000",Condos,712
1,0,"$1,124,900",Condos,665
1,1,"$360,000",Co-op,
1,1,"$545,000",Co-op,
2,2,"$1,487,000",Co-op,
1,1,"$955,000",Co-op,
1,1,"$750,000",Co-op,
1,0,"$445,000",Co-op,
1,0,"$450,000",Condos,
1,0,"$499,000",Co-op,550
1,1,"$499,000",Co-op,768
2,2,"$1,250,000",Co-op,
2,2,"$1,999,999",Co-op,"1,000"
5.5,4,"$9,500,000",Condos,"6,414"
1,2,"$949,000",Co-op,
1,1,"$1,200,000",Condop,
1,1,"$825,000",Condo,800
1,1,"$549,000",Condos,757
1,1,"$349,000",Co-op,650
1,1,"$1,150,000",Condos,"1,000"
2,2,"$2,000,000",Condos,"1,050"
1,1,"$835,000",Co-op,
1,1,"$599,000",Co-op,
1,0,"$399,000",Co-op,420
2,2,"$4,995,000",Co-op,
1,1,"$825,000",Co-op,800
2,2,"$1,135,000",Co-op,"1,325"
2,2,"$999,000",Condos,890
1,2,"$495,000",Co-op,
1.5,1,"$825,000",Co-op,"1,050"
3,3,"$7,495,000",Co-op,
1,1,"$750,000",Condos,900
1,1,"$799,000",Co-op,
2,2,"$1,975,000",Condos,"1,209"
1,1,"$799,000",Co-op,
1,1,"$749,000",Co-op,
3,2,"$7,500,000",Co-op,
1,1,"$695,000",Co-op,720
2,2,"$1,925,000",Condos,"1,575"
1.5,1,"$1,999,900",Condos,"1,001"
2,2,"$1,950,000",Condos,"1,243"
1,2,"$875,000",Condos,839
3,3,"$2,375,000",Co-op,"2,344"
1,1,"$1,450,000",Condos,878
1,1,"$1,200,000",Condos,770
2.5,2,"$2,795,000",Condos,"1,349"
1,1,"$695,000",Co-op,
2,2,"$1,150,000",House for Sale,
1,1,"$475,000",Co-op,700
2,2,"$875,000",Co-op,
1,1,"$479,000",Co-op,550
1,0,"$460,000",Co-op,525
2,2,"$1,250,000",Co-op,
2,2,"$1,995,000",Co-op,
1,0,"$300,000",Co-op,
1,1,"$1,420,000",Co-op,"1,400"
1,1,"$450,000",Co-op,750
1,1,"$1,080,000",Condos,688
2,3,"$3,150,000",Co-op,
2,2,"$649,000",Co-op,
1,1,"$1,525,000",Condos,833
2.5,3,"$5,250,000",Condos,
1,1,"$699,000",Co-op,
1,1,"$475,000",Co-op,
2,2,"$1,395,000",Co-op,
2,2,"$1,495,000",Co-op,"1,500"
1,1,"$750,000",Co-op,955
3.5,3,"$8,500,000",Condos,"2,875"
2,2,"$1,650,000",Co-op,
1,1,"$760,000",Co-op,700
2,2,"$2,195,000",Condos,"1,380"
3,4,"$2,150,000",Co-op,"2,050"
2,2,"$1,275,000",Co-op,
1,2,"$795,000",Co-op,950
1,1,"$920,000",Condos,615
1,1,"$1,300,000",Condos,850
5.5,5,"$9,995,990",Condos,"3,530"
2,1,"$2,145,000",Condos,"1,002"
2,2,"$2,695,000",Condos,"1,572"
2,2,"$1,355,000",Condos,"1,041"
1,1,"$1,336,000",Condos,695
1,1,"$1,630,000",Condos,688
1,1,"$1,708,000",Condos,950
1,1,"$1,600,000",Condos,949
1,1,"$1,550,000",Condos,913
1,1,"$1,756,000",Condos,950
1,0,"$1,500,000",Condos,652
1,0,"$1,550,000",Condos,649
2.5,2,"$1,995,000",Condos,"1,433"
1,0,"$1,450,000",Condos,652
1,0,"$570,000",Condos,625
2.5,3,"$1,890,000",Condos,
10,7,"$67,000,000",Townhomes,"13,000"
1,2,"$1,299,000",Condos,
2,2,"$1,399,000",Co-op,"1,450"
1.5,1,"$729,000",Co-op,780
1,0,"$749,900",Co-op,
1,1,"$639,000",Co-op,
1,1,"$685,000",Condos,542
1.5,1,"$825,000",Co-op,
2,2,"$1,525,000",Co-op,
4,5,"$12,350,000",Co-op,"3,750"
4.5+,4,"$8,950,000",Co-op,
1,0,"$320,000",Co-op,
1,1,"$799,000",Condos,
1,0,"$359,000",Co-op,
2,2,"$695,000",Co-op,"1,057"
2.5,2,"$4,180,000",Condos,"1,391"
1,1,"$1,100,000",Co-op,
1.5,3,"$798,000",Co-op,"1,200"
2.5,2,"$3,500,000",Condos,"1,284"
1,2,"$900,000",Co-op,
1,1,"$400,000",Co-op,
2,2,"$1,699,000",Co-op,"1,205"
3.5,3,"$7,500,000",Condos,"2,702"
1,1,"$975,000",Condos,670
1,2,"$579,000",Condos,
1,1,"$525,000",Co-op,
1,0,"$655,000",Condos,530
1,0,"$556,000",Condos,
1,2,"$600,000",Co-op,
1,1,"$555,000",Co-op,
1,5,"$10,500,000",Condos,"4,400"
1,1,"$499,000",Co-op,
3.5,3,"$4,500,000",Condos,"2,069"
1,3,"$1,350,000",Condop,"1,100"
1,1,"$1,580,000",Condos,
3.5,4,"$26,900,000",Co-op,
1,1,"$620,000",Condos,668
2,3,"$1,450,000",Co-op,
9.5,7,"$48,750,000",Condos,"11,121"
2.5,2,"$6,400,000",Condos,"2,610"
2,2,"$3,050,000",Condos,"1,663"
3.5,3,"$3,750,000",Condos,"1,932"
1,1,"$438,000",Co-op,
4.5,4,"$16,800,000",House for Sale,"4,250"
1,1,"$600,000",Co-op,
1,1,"$845,000",Co-op,
1,0,"$375,000",Co-op,
2.5,0,"$1,888,888",Condos,
1,1,"$699,000",Co-op,
1.5,1,"$2,950,000",Co-op,
1,2,"$975,000",Co-op,
3,2,"$3,000,000",Condos,"1,700"
1,1,"$720,000",Co-op,
1,1,"$749,000",Co-op,
1,1,"$629,000",Co-op,
2.5,3,"$3,725,000",Condos,"2,256"
1,1,"$530,000",Co-op,
1,0,"$499,000",Co-op,500
1,1,"$469,999",Co-op,
1,1,"$925,000",Co-op,
1,1,"$765,000",Condos,
1,1,"$815,000",Condos,682
1,1,"$839,000",Co-op,
2.5,2,"$2,250,000",Co-op,
2.5,3,"$5,250,000",Condos,"2,000"
1,1,"$810,000",Condos,780
2.5,3,"$2,950,000",Co-op,
3,3,"$3,900,000",Condos,"2,000"
1,3,"$3,300,000",Condos,"1,100"
2,2,"$2,525,000",Condos,"1,330"
1,1,"$850,000",Condos,679
1,0,"$1,439,000",Condos,300
,,"$1,500,000",Condos,"3,840"
1,0,"$500,000",Condos,297
2.5,2,"$4,970,000",Condos,"1,782"
2,2,"$1,799,000",Condos,972
3,4,"$2,595,000",Condos,"1,940"
1,1,"$999,000",Condos,589
6,6,"$11,500,000",House for Sale,"8,000"
,,"$5,200,000",House for Sale,"3,666"
2,2,"$1,575,000",Condos,960
5,10,"$4,295,000",Townhomes,"5,880"
,0,"$1,450,000",Condos,"1,015"
2.5,2,"$3,819,900",Condos,"1,668"
2.5,2,"$3,369,900",Condos,"1,667"
4,6,"$1,200,000",Townhomes,"3,738"
1,0,"$455,000",Co-op,
1,3,"$499,000",Condos,
1,0,"$399,000",Co-op,
4,4,"$6,125,000",Condos,"2,481"
8.5,8,"$15,495,000",Condos,"8,000"
2,2,"$2,995,000",Co-op,
1,0,"$525,000",Co-op,
1,1,"$489,900",Co-op,600
1.5,1,"$899,000",Co-op,
1,1,"$795,000",Co-op,
1.5,1,"$999,000",Co-op,964
2.5,2,"$2,250,000",Condos,"2,195"
2.5,2,"$3,700,000",Condos,
6.5,6,"$12,995,000",Condos,"6,110"
1,1,"$1,095,000",Co-op,
2,2,"$995,000",Co-op,
1,1,"$520,000",Condos,
1,1,"$875,000",Condos,579
2,2,"$1,350,000",Condos,"1,194"
1,1,"$439,000",Co-op,
6.5+,6,"$19,995,000",Townhomes,"6,800"
1,0,"$595,000",Condos,
1,1,"$699,000",Co-op,750
2,2,"$1,400,000",Condos,963
2.5,2,"$3,000,000",Condos,"1,555"
1,1,"$799,999",Co-op,
1,2,"$975,000",Co-op,
,0,"$2,295,000",Condos,"1,136"
4.5,4,"$3,695,000",Multi-Family Home,"4,103"
6.5,5,"$26,960,000",Condos,"5,444"
1,0,"$465,000",Co-op,
2,2,"$1,498,000",Condos,"1,177"
1,1,"$900,000",Co-op,
1,1,"$575,000",Co-op,
1,1,"$625,000",Co-op,
3.5,3,"$6,400,000",Condos,"2,278"
1,1,"$895,000",Co-op,950
1,1,"$699,000",Co-op,
1,2,"$699,000",Co-op,800
5,4,"$5,995,000",Condos,"3,091"
5,4,"$7,995,000",Condos,"5,644"
4,5,"$5,500,000",Condos,"3,500"
1,1,"$1,325,000",Condos,733
2,2,"$2,795,000",Condos,"1,300"
1,1,"$899,000",Condos,
3,3,"$1,800,000",Co-op,
1,1,"$575,000",Co-op,
1,1,"$570,000",Co-op,
1,1,"$649,000",Co-op,
3.5,3,"$4,750,000",Condos,"2,813"
2.5,2,"$2,100,000",Co-op,
2,2,"$3,495,000",Condos,"1,605"
1,1,"$825,000",Co-op,
1.5,2,"$1,200,000",Co-op,
2.5,3,"$7,500,000",Co-op,"4,515"
2,2,"$2,600,000",Co-op,
3,3,"$1,695,000",House for Sale,"1,857"
3.5,4,"$11,995,000",Co-op,
1,0,"$695,000",Condos,632
2.5,3,"$2,225,000",Condos,
1,2,"$1,495,000",Co-op,
2.5,2,"$5,900,000",Condos,
2,2,"$2,695,000",Co-op,
1,1,"$650,000",Co-op,
2.5,3,"$2,095,000",Condos,"1,891"
2.5,2,"$3,700,000",Condos,"1,566"
2,2,"$2,625,000",Condos,"1,545"
1,2,"$925,000",Co-op,"1,000"
1,0,"$525,000",Condos,400
2,2,"$1,695,000",Condos,"1,003"
2,2,"$1,650,000",Condos,"1,053"
1,1,"$1,098,000",Condos,850
1,1,"$800,000",Condop,701
5,5,"$8,995,000",Co-op,"4,668"
2,2,"$1,775,000",Co-op,
1,1,"$2,195,000",Condos,782
2,1,"$1,550,000",Condos,887
1,1,"$800,000",Condos,650
2.5,2,"$6,300,000",Condos,"1,728"
1,1,"$979,500",Condos,780
2,2,"$1,650,000",Condos,"1,027"
1,2,"$1,850,000",Co-op,
2.5,3,"$2,000,000",Condos,"1,516"
1.5,1,"$1,195,000",Co-op,
5.5,9,"$13,995,000",Townhomes,"7,448"
3,4,"$7,800,000",Co-op,
2,2,"$2,150,000",Condos,"1,109"
2,2,"$1,649,000",Condos,"1,325"
1,2,"$525,000",Co-op,
3.5,3,"$1,390,000",Co-op,
6.5+,6,"$14,950,000",House for Sale,"7,200"
4.5,4,"$6,995,000",Condos,"2,818"
1,0,"$438,880",Condos,
4,4,"$10,250,000",Co-op,
2,2,"$2,195,000",Condos,"1,492"
1,1,"$775,000",Condos,
1.5,4,"$885,000",Co-op,
1,2,"$898,000",Co-op,
1,1,"$700,000",Co-op,
1.5,3,"$1,200,000",Co-op,"1,250"
1,0,"$575,000",Co-op,
1,1,"$1,699,000",Co-op,
1,1,"$945,000",Condos,772
4,5,"$3,300,000",Co-op,"3,300"
2,2,"$1,500,000",Co-op,
2,2,"$4,500,000",Condos,"1,997"
2.5,2,"$5,500,000",Co-op,
1,1,"$1,300,000",Condos,832
,0,"$2,800,000",Townhomes,
2,2,"$1,299,000",Condos,
2,2,"$2,095,000",Co-op,
1,1,"$985,000",Condos,670
3,3,"$3,495,000",Co-op,
1,1,"$795,000",Condos,740
2,2,"$982,000",Co-op,
2.5,2,"$2,295,000",Condos,"1,407"
1,1,"$915,000",Condos,667
2,2,"$1,595,000",Co-op,
1,,"$695,000",Condos,549
2,2,"$1,600,000",Co-op,
3.5,3,"$18,950,000",Co-op,
1,0,"$465,000",Co-op,
2.5,2,"$4,500,000",Condos,"1,970"
1,1,"$699,000",Co-op,800
1,0,"$795,000",Condos,530
1,1,"$549,000",Co-op,600
1,0,"$1,010,000",Condos,542
4,4,"$7,650,000",Condos,"2,909"
3.5,3,"$6,250,000",Condos,"3,500"
1,1,"$1,280,000",Condos,733
1,0,"$799,000",Condos,550
1,0,"$2,125,000",Condos,"1,034"
4.5,3,"$17,700,000",Condos,"3,593"
4.5,5,"$31,000,000",Condos,"4,685"
2,2,"$1,295,000",House for Sale,
1,1,"$679,000",Co-op,
3,3,"$2,875,000",Co-op,"2,080"
1,1,"$1,100,000",Condos,
1,0,"$469,000",Co-op,
4.5,5,"$10,700,000",Condos,"3,757"
1,1,"$1,275,000",Co-op,
1,1,"$575,000",Co-op,575
4.5,4,"$9,000,000",Condos,"2,914"
3.5,3,"$12,797,500",Condos,"4,100"
3,3,"$3,250,000",Condos,"1,712"
2.5,2,"$5,300,000",Condos,"1,811"
3,3,"$3,093,000",Condos,"1,922"
2,2,"$1,350,000",Co-op,
1.5,2,"$1,795,000",Condos,"1,639"
5,5,"$4,395,000",Townhomes,"3,640"
2,4,"$3,695,000",Co-op,
3.5,3,"$4,500,000",Condos,"2,900"
1,0,"$650,000",Condos,485
1,2,"$830,000",Condos,806
2.5,2,"$1,750,000",Co-op,
1,2,"$995,000",Co-op,
4,4,"$9,000,000",Condos,"3,417"
1,1,"$550,000",Co-op,500
1,2,"$899,000",Co-op,
2,2,"$2,595,000",Co-op,
2,2,"$1,650,000",Condos,"1,169"
2.5,3,"$2,500,000",Condos,"1,491"
2,2,"$1,997,000",Co-op,"1,625"
5.5,6,"$12,000,000",Condos,"4,700"
3,4,"$2,150,000",Co-op,"2,050"
3.5,3,"$7,160,000",Condos,"2,691"
1,0,"$300,000",Co-op,
3.5,3,"$3,998,000",Co-op,"3,400"
1,1,"$900,000",Condos,628
1,0,"$870,000",Condos,571
5,5,"$10,895,000",Condos,"4,737"
2,2,"$1,895,000",Co-op,"1,564"
1.5,1,"$1,885,000",Condos,974
1,0,"$99,000",Condos,445
5.5,6,"$7,900,000",Condos,"3,400"
1,1,"$1,125,000",Condos,800
1,1,"$490,000",Condos,545
1.5,1,"$3,000,000",Condos,"1,137"
2.5,3,"$4,595,000",Co-op,
2.5,2,"$3,795,000",Co-op,
2.5,2,"$2,150,000",Condos,"1,733"
2,2,"$1,650,000",Condos,"1,296"
1,5,"$450,000",Co-op,"1,250"
1,2,"$549,999",Co-op,
1,1,"$585,000",Co-op,
1,0,"$710,000",Condos,
2.5,2,"$5,900,000",Condos,"1,418"
3.5,3,"$18,400,000",Condos,"3,228"
4.5,5,"$8,995,000",Condos,"4,000"
2.5,3,"$2,400,000",Condos,"1,437"
1,1,"$800,000",Condos,695
1,1,"$820,000",Condos,687
4.5,4,"$7,395,000",Condos,"2,553"
1,0,"$549,000",Co-op,
3.5,3,"$7,200,000",Condos,"2,230"
,,"$7,150,000",Condos,
3.5,3,"$9,500,000",Condos,"2,971"
,,"$4,600,000",Condos,"6,500"
1.5,1,"$2,750,000",Condos,"1,127"
2,1,"$2,995,000",Condos,"1,291"
3.5,3,"$3,695,000",Condos,"1,613"
3,3,"$6,385,000",Condos,"2,263"
3.5,3,"$3,999,000",Condos,"1,793"
,,"$4,499,000",House for Sale,"4,540"
3.5,3,"$11,400,000",Condos,"3,454"
3.5,4,"$5,350,000",Condos,"2,674"
1,1,"$659,000",Co-op,550
2,2,"$1,650,000",Co-op,
2,2,"$2,215,000",Condos,"1,102"
1,1,"$695,000",Condos,803
1,1,"$1,955,000",Condos,774
1.5,1,"$1,650,000",Condos,988
1,1,"$1,295,000",Condos,691
1,1,"$1,610,000",Condos,732
1,2,"$1,295,000",Condos,776
3,0,"$749,000",Condos,"2,711"
2,2,"$2,080,000",Condos,"1,078"
1,1,"$1,555,000",Condos,754
1,0,"$1,100,000",Condos,572
1,1,"$1,250,000",Condos,628
1,1,"$670,000",Co-op,
3.5,3,"$12,900,000",Condos,"2,656"
1,1,"$699,000",House for Sale,
1,0,"$425,000",Co-op,
1,0,"$599,000",Condos,
1,1,"$569,000",Condos,
1,0,"$305,000",Co-op,
1,1,"$675,000",Co-op,580
2,3,"$1,595,000",House for Sale,
1.5,3,"$1,075,000",Condos,
3.5,3,"$9,950,000",Co-op,
1,1,"$1,028,888",Condos,
1,2,"$849,000",Co-op,
1,1,"$1,195,000",Condos,759
1,1,"$920,000",Co-op,
1,1,"$849,000",Co-op,
1,2,"$1,615,000",Condos,"1,167"
1,0,"$585,000",Condos,460
3.5,3,"$27,100,000",Condos,"4,193"
1,1,"$615,000",Co-op,
2,2,"$1,225,000",Condos,"1,217"
1,1,"$999,000",Condos,684
1,1,"$619,000",Co-op,600
1,1,"$995,000",Condos,"1,018"
4.5,4,"$27,000,000",Condos,"4,520"
1,4,"$420,000",Co-op,"1,200"
2,2,"$1,599,000",Co-op,"1,300"
3,3,"$2,695,000",Co-op,
2,2,"$2,270,000",Condos,"1,057"
1,2,"$899,000",Condos,830
2.5,3,"$5,500,000",Condos,"2,550"
2.5,2,"$650,000",Co-op,"2,040"
1,1,"$1,295,000",Condos,785
4.5,4,"$6,750,000",Co-op,
4,3,"$6,950,000",Condos,"2,567"
1,1,"$749,000",Co-op,625
1.5,2,"$3,000,000",Condos,"2,107"
1,2,"$2,500,000",Condos,
4,4,"$4,995,000",Co-op,
6,6,"$11,750,000",Townhomes,"4,480"
1,1,"$995,000",Co-op,
4.5,4,"$12,500,000",Condos,"3,580"
3,3,"$4,500,000",Condos,"1,869"
1,0,"$595,000",Condos,503
1,1,"$745,000",Co-op,
6.5,4,"$24,990,000",Condos,"6,540"
4.5,3,"$13,750,000",Condos,"3,050"
1,0,"$699,000",Condos,
2,2,"$1,300,000",Co-op,
1,1,"$795,000",Co-op,
2.5,3,"$1,390,000",Condos,"1,429"
4.5,5,"$6,750,000",Condos,"7,175"
4.5,4,"$9,850,000",Condos,"3,249"
3,3,"$2,095,000",Co-op,"2,100"
3.5,3,"$6,900,000",Condos,"2,244"
1,1,"$725,000",Condo,796
,,"$7,000,000",Condos,"4,348"
3,2,"$1,595,000",Condos,"1,381"
3,3,"$2,999,000",Condos,"1,963"
5.5,4,"$10,750,000",Co-op,"4,850"
1.5,2,"$2,295,000",Condos,967
1.5,2,"$1,055,000",Condo,905
1,1,"$745,000",Co-op,
2.5,2,"$3,599,000",Condos,"1,657"
2,2,"$3,150,000",House for Sale,"1,449"
1,1,"$1,100,000",Condos,721
1,1,"$849,000",Condos,638
3.5,4,"$8,995,000",Condos,"4,178"
1,1,"$665,000",Condos,578
3.5,3,"$7,990,000",Condos,"2,165"
1,1,"$830,000",Condos,850
3.5,4,"$6,500,000",Condos,"2,714"
2.5,2,"$5,000,000",Condos,"2,248"
3.5,3,"$4,590,000",Condos,"1,960"
3,2,"$2,695,000",Condos,"1,741"
2,0,"$5,500,000",Condos,"5,000"
1,0,"$865,500",Condos,451
2,2,"$1,900,000",Co-op,
1,1,"$1,045,000",Condos,899
3.5,3,"$6,500,000",Condos,"2,213"
1.5,1,"$1,345,000",Condos,742
2,2,"$1,628,000",Condos,"1,153"
2,2,"$1,997,500",Condos,"1,374"
2.5,2,"$5,600,000",Co-op,
,,"$7,900,000",House for Sale,
2,2,"$2,725,000",Condos,"1,463"
2,2,"$260,000",Condos,957
1,2,"$807,000",Condos,651
2.5,3,"$3,595,000",Condos,
3.5,3,"$3,500,000",Condos,"1,981"
2.5,3,"$2,295,000",Condos,"1,900"
6.5+,7,"$35,000,000",Condos,"6,030"
2,2,"$1,900,000",Condos,"1,050"
2,2,"$2,200,000",Condos,"1,050"
1,1,"$775,000",Condos,
2,1,"$1,750,000",Condos,"1,900"
1,1,"$765,000",Condos,
1,1,"$675,000",Co-op,
1,2,"$1,500,000",Condos,
1,1,"$699,000",Condos,
1,1,"$1,375,000",Condos,733
4,4,"$3,500,000",Condos,"4,750"
1,2,"$350,000",Co-op,
4,4,"$5,550,000",Condos,"2,300"
3,3,"$4,485,000",Condos,"2,064"
1,1,"$1,449,000",Condos,
2.5,2,"$6,500,000",Condos,"1,760"
2,2,"$1,650,000",Condos,"1,050"
6.5,5,"$29,750,000",Condos,"6,853"
4.5,4,"$9,995,000",Co-op,
3,3,"$3,750,000",Condos,"1,550"
1,2,"$1,300,000",Condos,800
1,0,"$1,050,000",Condos,542
1,1,"$865,000",Condos,700
1,1,"$1,200,000",Condos,700
1,1,"$1,160,000",Condos,700
1,1,"$885,000",Condos,700
2.5,,"$5,350,000",Condo,"1,992"
5.5,4,"$27,000,000",Co-op,
2.5,2,"$2,825,000",Condos,"1,750"
4.5,4,"$11,500,000",Townhomes,"5,258"
2,3,"$3,999,000",Co-op,"2,000"
1,1,"$398,800",House for Sale,
3.5,3,"$4,995,000",Townhomes,"2,800"
2,2,"$1,500,000",Condos,
2,3,"$825,000",Co-op,
2.5,2,"$3,150,000",Condos,"1,700"
1.5,1,"$1,825,000",Condos,"1,149"
1,1,"$499,000",Co-op,650
1,0,"$970,000",Co-op,800
1,1,"$750,000",Co-op,
1,1,"$538,000",Condos,600
1,2,"$695,000",Co-op,
2.5,2,"$2,295,000",Co-op,
1,1,"$519,000",Condos,
1,1,"$519,000",Condos,741
1,0,"$475,000",Co-op,
2,2,"$2,300,000",Condos,
1,1,"$1,010,000",House for Sale,"1,180"
1,1,"$699,000",Condos,
2,3,"$1,450,000",Co-op,
3,3,"$3,050,000",Co-op,
1,1,"$750,000",Co-op,
1.5,2,"$1,985,000",Co-op,"1,150"
1,1,"$899,000",Co-op,860
3,10,"$1,250,000",Multi-Family Home,"3,200"
1,0,"$410,000",Co-op,
1,2,"$1,150,000",Condos,
1,1,"$729,000",Condos,620
1,1,"$735,000",Condos,670
4,3,"$3,995,000",Condos,"2,450"
3,3,"$1,999,000",Co-op,"2,000"
2.5,2,"$2,795,000",Condos,"1,618"
1,1,"$1,210,000",Condos,761
1,1,"$700,000",Condos,646
3.5,3,"$6,950,000",Condos,"2,562"
1,2,"$899,000",Co-op,"1,010"
2,3,"$1,390,000",Condos,"1,354"
2,2,"$1,795,000",Condos,921
1,1,"$840,000",Co-op,
1,0,"$549,000",Co-op,600
1,1,"$699,000",Co-op,
1.5,1,"$1,250,000",Condos,822
2.5,3,"$2,499,000",Condos,"1,929"
3.5,3,"$6,495,000",Condos,
1.5,0,"$1,049,000",Condos,
2.5,2,"$3,495,000",Condos,"1,353"
2,2,"$1,980,000",Condos,"1,046"
2.5,3,"$4,990,000",Condos,"4,125"
1,0,"$420,000",Co-op,
2,2,"$1,575,000",Co-op,"1,600"
,,"$3,850,000",Condos,"4,608"
1,1,"$699,000",Condos,844
2,2,"$1,495,000",Condos,"1,329"
1.5,1,"$1,111,075",Condos,907
1,1,"$925,000",Condos,775
5.5,5,"$35,000,000",Condos,"5,955"
9.5,7,"$12,999,000",House for Sale,
2,1,"$810,000",Condos,
5.5,4,"$21,000,000",Condos,"4,512"
3,3,"$5,250,000",Condos,"2,300"
2.5,2,"$5,750,000",Condos,
1,1,"$468,000",Co-op,
1,2,"$899,000",Co-op,
1,0,"$645,000",Co-op,
2,3,"$2,845,000",Co-op,"1,900"
1,1,"$750,000",Co-op,
3.5,3,"$8,750,000",Co-op,
1,0,"$4,995,000",Condos,"5,098"
3.5,3,"$6,300,000",Condos,"2,260"
3.5,3,"$9,950,000",Condos,"2,626"
1,0,"$475,000",Co-op,
2.5,2,"$6,800,000",Condos,"2,044"
1.5,1,"$1,750,000",Co-op,
2.5,3,"$5,500,000",Co-op,
1.5,1,"$1,450,000",Condos,"1,338"
1,0,"$670,000",Condos,542
3,3,"$2,295,000",Condos,"1,992"
1,0,"$430,000",Co-op,
1.5,1,"$1,098,000",Condos,901
,0,"$2,400,000",Multi-Family Home,"4,695"
3,3,"$6,000,000",Condos,"3,541"
8.5,6,"$13,950,000",Condos,"5,641"
4,8,"$1,499,000",Multi-Family Home,"3,564"
2.5,2,"$2,495,000",Condos,"1,265"
