Bath,Bed,Price,Property,Sqft
1,0,"$998,000",Condos,600
1,2,"$999,000",Co-op,
7.5,5,"$42,500,000",Condos,"7,241"
4,4,"$1,295,000",Co-op,
1,0,"$480,000",Co-op,
1,1,"$625,000",Co-op,
1,1,"$600,000",Co-op,
3,2,"$15,000,000",Co-op,"2,000"
1,1,"$519,000",Co-op,
2,3,"$1,390,000",Co-op,
1,0,"$630,000",House for Sale,590
4.5,3,"$3,495,000",Condos,
1,1,"$860,000",Co-op,
1,0,"$825,000",Condos,669
1,2,"$1,100,000",Condos,
2,2,"$1,745,000",Co-op,
2.5,3,"$3,295,000",Condos,
5,4,"$6,595,000",Condos,"3,513"
1,2,"$1,595,000",Condos,"1,085"
2,2,"$2,490,000",Co-op,
1.5,1,"$1,125,000",Condos,816
2.5,2,"$3,275,000",Condos,"1,608"
2.5,2,"$3,495,000",Condos,"1,540"
2,2,"$3,500,000",Condos,"1,215"
3.5,3,"$7,530,000",Condos,"2,304"
2.5,2,"$2,250,000",Condos,"1,395"
3.5,3,"$3,250,000",Co-op,
2.5,3,"$2,200,000",Condos,"1,700"
5.5,5,"$6,250,000",Co-op,
1,1,"$600,000",Co-op,750
2,2,"$3,550,000",Condos,"1,432"
6,8,"$9,495,000",Townhomes,"6,884"
3.5,3,"$4,200,000",Condos,"2,013"
2.5,3,"$5,195,000",Co-op,"2,500"
3,4,"$6,995,000",Townhomes,
4,4,"$3,195,000",Condos,"2,220"
5,4,"$9,500,000",Condos,"4,293"
1,2,"$428,000",Co-op,704
2.5,2,"$2,695,000",Condos,"1,367"
2.5,2,"$5,350,000",Condos,"2,028"
2,2,"$6,750,000",Condos,"2,000"
2,2,"$1,300,000",Condos,"1,263"
2,2,"$1,595,000",Condos,"1,150"
2,2,"$2,095,000",Condos,"1,209"
1,1,"$895,000",Condos,691
2,2,"$1,095,000",Condos,"1,400"
1,1,"$775,000",Co-op,
1,1,"$795,000",Co-op,
1,1,"$769,000",Co-op,
3.5,3,"$6,850,000",Condos,"3,006"
2,2,"$999,000",Co-op,"1,121"
5.5,5,"$27,750,000",Condos,"4,621"
1,0,"$495,000",Condos,563
4.5,4,"$17,775,000",Condos,"3,848"
1,2,"$1,025,000",Condop,
1,1,"$650,000",Condos,
5.5,5,"$17,550,000",Co-op,"4,699"
3,4,"$3,495,000",Co-op,
1,1,"$725,000",Co-op,
2.5,2,"$1,729,000",Co-op,
1,1,"$1,220,000",Condos,850
4.5,4,"$15,775,000",Condos,"3,436"
1,1,"$1,695,000",Condos,817
3.5,3,"$13,975,000",Condos,"2,656"
1,1,"$1,940,000",Co-op,"1,009"
1,1,"$745,000",Co-op,900
1,1,"$1,400,000",Co-op,
1,2,"$200,000",Co-op,850
1.5,1,"$2,000,000",Condos,"1,191"
1,1,"$1,250,000",Co-op,
1,3,"$200,000",Co-op,900
1,0,"$599,000",Co-op,
3,3,"$2,395,000",Condos,"2,000"
2,2,"$2,750,000",Condos,"1,289"
3,3,"$5,850,000",Co-op,"2,900"
1,1,"$385,000",Co-op,
2,2,"$1,195,000",Co-op,"1,200"
2,2,"$1,195,000",Co-op,
2,2,"$1,695,000",Co-op,
2,2,"$1,025,000",Co-op,
1,1,"$599,000",Co-op,
1,0,"$330,000",Co-op,
1.5,1,"$999,000",Condos,791
3.5,3,"$10,825,000",Condos,"2,581"
2.5,2,"$6,950,000",Condos,"2,022"
3.5,3,"$6,195,000",Co-op,
3.5,3,"$8,750,000",Condos,"2,724"
3.5,3,"$5,270,990",Condos,"2,234"
1,0,"$1,228,250",Condos,479
1,2,"$950,000",House for Sale,
1.5,1,"$1,650,000",Condos,968
1,1,"$329,000",Co-op,
1,1,"$1,650,000",Co-op,900
2,2,"$2,550,000",Co-op,"2,500"
2.5,2,"$5,000,000",Condos,"3,012"
6.5,5,"$18,000,000",Co-op,"6,000"
,,"$10,000,000",Condos,"10,490"
1.5,2,"$1,075,000",Co-op,"1,200"
2.5,2,"$3,700,000",Condos,"1,521"
1,0,"$279,000",Co-op,
5,5,"$19,950,000",Condos,
,,"$3,500,000",Condos,"5,184"
1,0,"$625,000",Condos,
1,,"$545,000",Condos,472
1,1,"$740,000",Co-op,870
3,3,"$3,800,000",Condos,"1,588"
4.5,4,"$8,990,000",Condos,"3,080"
2.5,3,"$1,145,000",Condos,"2,431"
1,,"$275,000",Co-op,
1,1,"$1,269,000",Condos,870
1,0,"$1,495,000",Condos,531
5.5,4,"$2,998,000",Co-op,
1,2,"$1,650,000",Condos,790
2,2,"$1,499,000",Condos,989
1,0,"$950,000",Condos,420
2.5,2,"$2,650,000",Condos,"1,674"
3.5,3,"$4,220,000",Condos,"1,936"
2.5,2,"$2,630,000",Condos,"1,513"
3.5,3,"$7,990,000",Condos,"2,679"
2.5,3,"$2,749,000",Condos,"1,302"
2,3,"$2,388,888",Condos,"1,550"
3.5,4,"$2,800,000",Co-op,
4,4,"$2,224,000",Multi-Family Home,"3,952"
7,7,"$990,000",Condos,"4,100"
2.5,3,"$1,675,000",Condop,"1,300"
1,0,"$375,000",Co-op,
3,4,"$18,500,000",Townhomes,
3,3,"$4,450,000",Condos,"1,896"
2,2,"$1,866,750",Condos,970
2.5,2,"$3,190,000",Condos,"1,707"
2,2,"$2,575,000",Co-op,"1,236"
2,2,"$1,340,000",Condos,"1,137"
5.5,4,"$9,100,000",Condos,"4,667"
5.5,5,"$33,000,000",Condos,"5,427"
1,2,"$1,145,000",Co-op,
1,1,"$225,000",Co-op,
1,2,"$995,000",Co-op,
1,3,"$525,000",Co-op,
3.5,4,"$13,950,000",House for Sale,"7,200"
2.5,2,"$1,475,000",Condos,"1,300"
1.5,2,"$1,349,000",Co-op,
1,1,"$495,000",Co-op,
1,0,"$519,000",Co-op,
2,2,"$985,000",Condos,922
2.5,2,"$2,495,000",Condos,"1,578"
1,1,"$1,095,000",Co-op,
1,0,"$375,000",Co-op,
2.5,2,"$2,495,000",Co-op,
1,1,"$699,000",Condos,
4.5,4,"$8,600,000",Condos,"2,818"
1.5,1,"$999,000",Condos,770
2,2,"$1,999,000",Condos,"1,476"
2,2,"$1,995,000",Condos,"1,370"
1.5,2,"$1,995,000",Co-op,
1,1,"$725,000",Co-op,800
1,0,"$450,000",Co-op,
2,2,"$1,925,000",Condos,"1,189"
5.5,4,"$16,950,000",Condos,"4,682"
1,1,"$1,190,000",Condos,770
2,2,"$2,130,000",Condos,"1,243"
2,2,"$1,899,000",Condos,"1,190"
4,4,"$5,995,000",Condos,"2,828"
2,2,"$3,250,000",Co-op,
1,0,"$500,000",Co-op,550
1,1,"$435,000",Co-op,615
2.5,2,"$5,500,000",Condos,"1,433"
2.5,2,"$3,100,000",Condos,"1,577"
9,12,"$5,995,000",House for Sale,
3.5,5,"$4,999,000",Condos,"2,580"
9,12,"$6,695,000",House for Sale,
2,2,"$2,245,000",Co-op,
2.5,3,"$5,650,000",Condos,"2,168"
1,1,"$999,000",Condos,704
1,1,"$1,195,000",Condos,667
2,2,"$4,295,000",Condos,"1,490"
8.5,8,"$17,500,000",Townhomes,"11,000"
2,2,"$2,839,000",Condo,"1,163"
10.5,10,"$85,000,000",Condos,"15,000"
1,1,"$695,000",Co-op,
1,2,"$850,000",Co-op,"1,278"
2,2,"$899,000",Co-op,
1,0,"$725,000",Condop,400
1,0,"$399,000",Co-op,
1,1,"$839,000",Co-op,
1,1,"$540,000",Condos,667
1,1,"$695,000",Co-op,
2,2,"$3,575,000",Co-op,
1,1,"$520,000",Co-op,
4.5,4,"$16,705,000",Condos,"3,765"
2,2,"$1,625,000",Condos,"1,095"
2,2,"$2,150,000",Condos,"1,250"
2,2,"$2,895,000",Co-op,"1,200"
3.5,3,"$3,250,000",Condos,"1,917"
1.5,1,"$1,195,000",Co-op,
2.5,2,"$1,995,000",Co-op,"1,800"
3,3,"$1,300,000",Condos,"1,425"
2.5,2,"$1,295,000",Co-op,"1,891"
1,0,"$799,000",Condos,
7,7,"$12,900,000",Townhomes,"5,000"
2,2,"$1,198,000",Condos,"1,000"
1,2,"$895,000",Co-op,
2.5,2,"$10,200,000",Condos,"2,702"
2.5,2,"$4,250,000",Condos,"1,674"
1,1,"$900,000",Co-op,"1,100"
2.5,2,"$2,450,000",Condos,"1,712"
1.5,1,"$1,575,000",Condos,791
5,4,"$9,500,000",Condos,"4,293"
2.5,3,"$6,695,000",Co-op,
2,3,"$1,495,000",Co-op,"1,523"
1,1,"$1,235,000",Condos,667
1,1,"$475,000",Co-op,
1,0,"$520,000",Condos,460
2.5,3,"$3,960,000",Condos,"1,896"
1,0,"$699,000",Condos,
1,1,"$895,000",Condos,667
2,1,"$1,595,000",Condos,"1,100"
1,1,"$700,000",Co-op,850
1,1,"$695,000",Co-op,800
1,1,"$1,550,000",Condos,788
2,2,"$2,823,000",Condos,"1,458"
3,3,"$3,560,000",Condo,"1,778"
1,1,"$599,000",Co-op,
2,1,"$700,000",Co-op,850
1,1,"$569,000",Co-op,745
1,2,"$999,000",Co-op,
3,3,"$3,630,000",Co-op,"2,500"
2,2,"$1,275,000",Co-op,
1.5,2,"$1,325,000",Co-op,
1,1,"$995,000",Co-op,
1,0,"$649,000",Condos,600
4.5,4,"$7,500,000",Townhomes,
3,3,"$6,250,000",Condos,"1,943"
1,1,"$998,000",Condos,
1,1,"$1,775,000",Condos,802
1,1,"$1,750,000",Condos,802
4.5,4,"$12,000,000",Condos,"2,907"
3.5,3,"$4,995,000",Condos,"2,238"
1,1,"$1,495,000",Condos,734
2,2,"$1,099,000",Co-op,
1,1,"$1,475,000",Condos,734
1,1,"$1,248,000",Condo,695
3.5,3,"$2,995,000",Condos,"1,998"
1,2,"$740,000",Co-op,
3,4,"$2,700,000",Co-op,
3.5,2,"$2,250,000",Co-op,"2,000"
3.5,3,"$12,650,000",Condos,"5,886"
1,1,"$1,499,999",Condos,827
2.5,3,"$4,575,000",Condos,"1,874"
2,2,"$4,500,000",Condos,
2,2,"$1,975,000",Condos,"1,012"
2,2,"$1,995,000",Condos,"1,012"
2.5,3,"$2,995,000",Condos,"1,882"
3.5,3,"$3,995,000",Condos,"1,950"
2.5,2,"$1,800,000",Condos,"1,188"
2.5,2,"$5,325,000",Condos,"2,033"
1,1,"$775,000",Condos,769
3.5,3,"$5,999,999",Condos,"2,914"
2.5,3,"$3,150,000",Condos,"1,666"
3,4,"$2,475,000",Co-op,"1,800"
2.5,3,"$3,995,000",Condos,"1,806"
3.5,3,"$6,250,000",Condos,"3,190"
5.5,5,"$12,500,000",Condos,"6,733"
2.5,3,"$4,750,000",Condos,"2,022"
7,6,"$2,475,000",Multi-Family Home,"5,500"
4,4,"$9,950,000",Condos,"3,637"
2,2,"$1,175,000",Co-op,
2,2,"$1,650,000",Condop,
2.5,2,"$3,495,000",Condos,"1,624"
1,1,"$575,000",Co-op,870
1,1,"$635,000",Co-op,650
1,1,"$869,000",Co-op,
3,3,"$1,895,000",Co-op,
2.5,3,"$2,195,000",Co-op,
2,2,"$1,995,000",Co-op,"1,600"
3.5,3,"$4,995,000",Co-op,
6,5,"$9,495,000",Townhomes,
2,2,"$1,995,000",Condos,"1,138"
2.5,2,"$4,075,000",Condos,"1,470"
2.5,2,"$3,345,000",Condos,"1,248"
3,4,"$3,895,000",Co-op,
2,2,"$1,125,000",Condos,"1,054"
4,4,"$5,950,000",Condos,"4,343"
2.5,2,"$3,295,000",Condos,"1,183"
2.5,2,"$3,425,000",Condos,"1,248"
2.5,2,"$3,465,000",Condos,"1,248"
2.5,2,"$3,265,000",Condos,"1,248"
4,4,"$6,350,000",Co-op,
2.5,2,"$3,945,000",Condos,"1,565"
1,1,"$1,800,000",Condos,802
1,1,"$1,825,000",Condos,802
3.5,3,"$13,750,000",Condos,"2,957"
2,2,"$2,340,000",Condos,"1,138"
2.5,2,"$2,750,000",Condos,"1,294"
2,2,"$2,440,000",Condos,"1,193"
1,1,"$1,595,000",Condos,802
2,2,"$1,150,000",Condos,"1,129"
2.5,2,"$4,995,000",Condos,"2,021"
2.5,2,"$2,995,000",Condos,"1,248"
2,2,"$2,310,000",Condos,"1,138"
2,2,"$2,250,000",Condos,"1,138"
2.5,2,"$4,295,000",Condos,
1,1,"$1,275,000",Condos,677
3,3,"$4,495,000",Condos,"1,925"
2,2,"$4,950,000",Condos,
7,6,"$3,495,000",Townhomes,"4,750"
1,1,"$1,595,000",Condos,980
1,1,"$1,390,000",Condos,677
1,1,"$1,410,000",Condos,677
1,1,"$1,350,000",Condos,677
1,1,"$525,000",Co-op,
1,1,"$635,000",Co-op,
2,1,"$1,975,000",Condos,"1,409"
1,1,"$899,000",Co-op,
2.5,2,"$3,250,000",Condos,"1,473"
2,3,"$2,175,000",Condos,"1,541"
2,2,"$1,195,000",Co-op,
1,1,"$499,000",Co-op,
1,0,"$695,000",Condos,521
1,1,"$595,000",Co-op,800
4.5,4,"$8,620,000",Condos,"2,914"
,0,"$15,000,000",Townhomes,"6,820"
1,4,"$920,000",Co-op,
2.5,4,"$2,950,000",Co-op,
3.5,3,"$11,600,000",Condos,"3,008"
5,4,"$3,895,000",Co-op,
2,2,"$1,649,000",Condop,"1,300"
2.5,2,"$2,789,000",Condos,"1,628"
5.5,5,"$24,000,000",Condos,"5,808"
1,1,"$695,000",Co-op,
3,3,"$2,865,000",Condos,"1,820"
1,0,"$329,000",Co-op,
1,0,"$645,000",Condos,529
1,,"$600,000",Condo,
1,0,"$475,000",Co-op,585
6.5,9,"$8,000,000",House for Sale,"8,434"
1,0,"$750,000",Condos,598
2,2,"$2,495,000",Co-op,"1,211"
1,1,"$850,000",Condos,
10,9,"$2,795,000",Townhomes,"6,800"
1,1,"$2,999,999",Condo,"3,500"
2,2,"$1,275,000",Co-op,
4.5,4,"$8,200,000",Condos,"3,303"
1.5,2,"$1,625,000",Co-op,
6,5,"$22,500,000",Townhomes,"12,000"
1,1,"$1,295,000",Condos,733
4,4,"$8,900,000",Co-op,
3.5,3,"$10,998,000",Condos,"3,454"
1,1,"$825,000",Condos,685
1,2,"$799,000",Condos,755
,0,"$6,350,000",Townhomes,"4,791"
3.5,4,"$7,400,000",Condos,"3,085"
2,2,"$2,069,000",Condo,"1,123"
1,1,"$1,360,000",Condos,788
1,1,"$430,000",Co-op,
2,2,"$1,999,000",Condos,
1,1,"$685,000",Condos,852
1,1,"$275,000",Co-op,
2,4,"$2,195,000",Co-op,
1,0,"$679,000",Co-op,600
2,2,"$1,295,000",Co-op,
1.5,1,"$1,795,000",Condos,"1,037"
3.5,3,"$4,675,000",Condos,"2,390"
2,3,"$1,625,000",Condos,"1,367"
1,1,"$649,000",Co-op,900
2,2,"$1,650,000",Co-op,
4.5,4,"$10,500,000",Condos,"3,562"
1.5,1,"$850,000",Co-op,
1,0,"$399,000",Co-op,673
2,,"$1,750,000",Condo,
2,2,"$1,745,000",Condos,"1,252"
1,1,"$1,299,995",Condos,900
3.5,3,"$4,300,000",Condos,"1,897"
2,2,"$1,399,000",Co-op,
3.5+,3,"$15,995,000",House for Sale,"4,796"
1,1,"$475,000",Co-op,600
2,2,"$2,499,000",Condos,"1,052"
3.5,3,"$4,745,000",Condos,"1,945"
2,2,"$1,695,000",Co-op,
1,1,"$849,999",Co-op,
2,2,"$2,999,000",Co-op,"1,385"
2,2,"$2,750,000",Co-op,
1,2,"$1,050,000",Condos,895
2,2,"$1,390,000",Co-op,
2,3,"$2,175,000",Condos,"1,718"
1,1,"$1,100,000",Condos,769
2.5,2,"$2,595,000",Condos,"1,498"
2,3,"$3,395,000",Condos,"1,686"
2,3,"$2,395,000",Co-op,
1,1,"$995,000",Co-op,850
3.5,3,"$8,140,000",Condos,"2,219"
3.5,3,"$5,998,000",Condos,"2,277"
1,1,"$950,000",Condos,571
1,1,"$810,000",House for Sale,680
3.5,3,"$5,200,000",Co-op,"2,500"
1,1,"$1,695,000",Condos,
1,1,"$896,000",Condos,522
1,1,"$918,000",Condos,522
3.5,3,"$9,990,000",Condos,"2,525"
1,1,"$599,000",Co-op,
1,0,"$275,000",Condos,
2.5,2,"$1,645,000",Condos,"1,226"
1,1,"$370,000",Co-op,
3.5,5,"$7,000,000",Condos,"3,800"
3.5,3,"$2,398,000",Co-op,
1,1,"$999,000",Co-op,
2,2,"$850,000",Condos,"1,133"
1,1,"$699,000",Co-op,
3,3,"$3,375,000",Co-op,
1,1,"$995,000",Co-op,
2,2,"$1,550,000",Condos,"1,012"
2.5,2,"$2,500,000",Condos,"1,331"
2,2,"$2,650,000",Co-op,
1,1,"$535,000",Co-op,
2,2,"$2,250,000",Co-op,
3.5,10,"$2,290,000",Townhomes,"4,534"
3.5,3,"$8,275,000",Condos,"2,279"
1,,"$625,000",Co-op,
1,2,"$749,000",Co-op,800
1,1,"$600,000",Co-op,
1,1,"$795,000",Condos,750
3.5,3,"$6,950,000",Condos,"2,046"
3,3,"$2,050,000",Co-op,
2,3,"$1,950,000",Co-op,
1,1,"$1,200,000",Co-op,
2.5,3,"$2,495,000",Condos,"1,606"
1.5,1,"$1,650,000",Condos,900
11,8,"$14,995,000",House for Sale,"7,693"
2.5,3,"$2,595,000",Co-op,
2,2,"$1,950,000",Condos,
2,3,"$1,995,000",Co-op,
2,2,"$1,820,000",Condos,"1,305"
3,4,"$3,250,000",Condos,"2,600"
3,3,"$5,850,000",Condos,"4,713"
2,2,"$1,799,000",Condos,976
5.5,4,"$9,950,000",Condos,"4,005"
1,2,"$749,000",Co-op,950
3,3,"$4,114,000",Condo,"1,959"
4,4,"$4,995,000",Condos,"2,733"
1,1,"$1,500,000",Condos,915
2,1,"$1,545,000",Condos,979
2,1,"$1,495,000",Condos,979
4.5,4,"$19,000,000",Condos,"4,299"
1,1,"$1,450,000",Condos,
1,0,"$330,000",Co-op,
2,2,"$1,350,000",Co-op,
1,1,"$1,095,000",Condos,
1,1,"$750,000",Condos,
1,1,"$675,000",Co-op,
3.5+,4,"$13,950,000",Townhomes,"5,000"
2.5,2,"$1,995,000",Condos,"1,797"
3,3,"$2,495,000",Co-op,"1,800"
4.5+,6,"$12,000,000",House for Sale,"5,788"
1,0,"$458,000",Co-op,
3,3,"$2,295,000",Condos,"1,523"
2,2,"$2,050,000",Condos,"1,153"
5,2,"$8,750,000",Co-op,
2,,"$1,775,000",Condo,
3.5,3,"$5,000,000",Co-op,"5,000"
1,1,"$825,000",Co-op,
3,3,"$1,750,000",Co-op,
4.5,3,"$8,495,000",Co-op,
2,2,"$2,700,000",Condos,"1,575"
1,1,"$1,247,000",Condos,700
3.5,3,"$6,200,000",Condos,"2,277"
4,8,"$1,698,000",Townhomes,"3,200"
3.5,3,"$6,675,000",Condos,"2,277"
2.5,3,"$3,550,000",Condos,"2,604"
2,3,"$2,200,000",Co-op,
5,6,"$6,190,000",Condos,"3,268"
2.5,3,"$3,995,000",Condos,"2,801"
2,2,"$265,000",Condos,957
1,1,"$975,000",Condos,746
3.5,4,"$4,880,000",Condos,
1,1,"$630,000",Condos,649
3,4,"$4,000,000",Townhomes,
3,3,"$2,150,000",Co-op,
2,2,"$1,750,000",Co-op,
2,2,"$1,995,000",Co-op,
4,4,"$4,495,000",Co-op,
4,5,"$12,000,000",Townhomes,"5,320"
4.5,4,"$7,995,000",Co-op,
4,4,"$5,950,000",Co-op,
2,3,"$2,475,000",Co-op,"1,800"
3.5,3,"$6,195,000",Condos,
2.5,2,"$4,150,000",Condos,"1,677"
2,,"$1,299,000",Condo,"1,270"
1.5,0,"$1,400,000",Co-op,
1,1,"$233,999",Co-op,
1,1,"$875,000",Condos,
1,1,"$625,000",Co-op,
1,0,"$339,000",Co-op,
2,2,"$1,795,000",Co-op,"2,546"
5.5,8,"$12,285,000",Townhomes,"6,800"
1,2,"$725,000",Co-op,"1,000"
1,1,"$1,250,000",Condos,832
1,0,"$560,000",Condos,
1,1,"$1,150,000",Co-op,
6.5,5,"$8,950,000",Co-op,"5,400"
2,2,"$2,250,000",Condos,"1,946"
3,3,"$2,550,000",Co-op,"1,975"
1,1,"$575,000",Co-op,
1,1,"$1,025,000",Condos,700
1.5,1,"$995,000",Co-op,"1,150"
1,1,"$925,000",Co-op,925
2,2,"$1,900,000",Condos,"1,235"
1,1,"$769,000",Co-op,
2,2,"$2,395,000",Condos,"1,325"
2,3,"$1,800,000",Co-op,
1,2,"$1,100,000",Co-op,
1,1,"$785,000",Co-op,
1,0,"$365,000",Co-op,
1,1,"$740,000",Condop,
1,1,"$599,500",Co-op,
2,2,"$999,000",Co-op,
2.5,2,"$3,495,000",Co-op,
3,3,"$2,995,000",Condos,"1,825"
3.5+,4,"$3,000,000",Condos,"2,370"
2,2,"$2,300,000",Condos,"1,189"
1,0,"$475,000",Co-op,630
2,2,"$2,265,000",Condos,"1,325"
2,2,"$1,750,000",Condos,"1,209"
1,1,"$820,000",Co-op,
1,0,"$479,000",Co-op,
1,1,"$1,195,000",Co-op,
1.5,1,"$1,590,000",Condos,"1,050"
3,2,"$4,500,000",Co-op,
1.5,1,"$3,600,000",Condos,"1,021"
6,6,"$16,750,000",Townhomes,"10,498"
1,1,"$850,000",Condos,702
1,0,"$330,000",Co-op,
2,1,"$1,335,000",Condos,
1,1,"$699,500",Co-op,
6.5,6,"$77,700,000",Condos,"13,060"
1,1,"$1,100,000",Condos,"1,550"
1,2,"$679,000",Co-op,
1,1,"$1,000,000",Condos,"1,550"
1,0,"$715,000",Condos,659
1,1,"$700,000",Condos,
1,1,"$775,000",Co-op,850
1,0,"$1,180,000",Condos,611
2.5,2,"$2,499,000",Condos,"1,294"
1,1,"$924,800",Co-op,
4,2,"$3,150,000",Co-op,
1,0,"$549,900",Condos,457
1,2,"$898,000",Co-op,
2,2,"$1,350,000",Co-op,
2,2,"$1,450,000",Co-op,
2,2,"$3,500,000",Co-op,"2,000"
,,"$9,495,000",Condos,"6,884"
1,1,"$575,000",Co-op,600
1,0,"$475,000",Co-op,
2,2,"$4,999,000",Co-op,"2,000"
3,3,"$4,425,000",Condos,"2,378"
5,5,"$8,495,000",Co-op,"4,700"
1,0,"$650,000",Condos,550
2.5,2,"$10,000,000",Co-op,
2,2,"$2,295,000",Co-op,
1,2,"$2,850,000",Co-op,
1,0,"$735,000",Condos,516
2,3,"$2,295,000",Condos,"1,548"
1,2,"$615,000",Condos,721
2.5,2,"$3,950,000",Condos,
2,2,"$2,995,000",Condos,"1,708"
1,2,"$1,250,000",Co-op,950
3,3,"$2,625,000",Condos,"1,800"
1,1,"$1,495,000",Co-op,
1,1,"$1,449,000",Condos,768
3.5,3,"$3,895,000",Condos,"2,068"
2.5,2,"$3,650,000",Condos,"1,930"
4,4,"$12,700,000",Condos,"3,805"
1,1,"$1,482,000",Condo,695
1,1,"$2,195,000",Condos,"1,121"
1,1,"$1,995,000",Condos,"1,087"
4.5,5,"$24,995,000",Condos,"4,596"
1,1,"$699,000",Co-op,
1,1,"$725,000",Co-op,
1,1,"$910,000",Co-op,
2,2,"$895,000",Co-op,
2.5,2,"$4,250,000",Condos,"2,392"
2.5,2,"$1,175,000",Co-op,
2,2,"$1,295,000",Co-op,
3,3,"$3,495,000",Co-op,
2.5,3,"$2,495,000",Co-op,"1,800"
1,1,"$999,900",Condos,740
1,2,"$850,000",Co-op,
2.5,4,"$2,495,000",Condos,"3,428"
1,0,"$479,000",Co-op,
2.5,2,"$1,995,000",Co-op,"1,400"
1,0,"$530,000",Co-op,
1,1,"$875,000",Co-op,
1,2,"$825,000",Co-op,
2.5,3,"$2,750,000",Co-op,"2,050"
6.5,6,"$15,750,000",Co-op,"5,500"
2.5,3,"$3,000,000",Co-op,
2,2,"$1,995,000",Condos,"1,100"
1,1,"$565,000",Condos,766
2.5,2,"$3,835,000",Condos,"1,725"
3,3,"$2,850,000",Co-op,"2,026"
1,1,"$965,000",Co-op,850
1,0,"$399,000",Co-op,
3,4,"$2,995,000",Co-op,"2,400"
2,2,"$2,950,000",Co-op,
2,2,"$1,750,000",Condos,"1,100"
2.5,3,"$1,995,000",Co-op,"2,400"
2,3,"$3,695,000",Co-op,
1,1,"$1,850,000",Condos,855
2.5,4,"$3,975,000",Co-op,
1,,"$399,000",Co-op,
1,1,"$995,000",Co-op,950
5.5,5,"$5,995,000",Condos,"3,197"
1.5,,"$2,375,000",Co-op,"1,700"
1.5,1,"$1,900,000",Condos,"1,302"
2,3,"$3,495,000",Co-op,"2,300"
1,0,"$339,000",Co-op,500
1,1,"$1,000,000",Condos,656
1,1,"$749,000",Co-op,667
10,6,"$22,995,000",Townhomes,
1,1,"$499,000",Condos,
1,1,"$349,000",Co-op,
2,1,"$1,650,000",Condos,897
1,1,"$575,000",Co-op,
1,1,"$639,000",Co-op,
1,1,"$1,200,000",Condos,729
1,1,"$724,500",Co-op,
3,3,"$1,425,000",Co-op,"2,300"
1,1,"$1,250,000",Co-op,800
1,1,"$1,075,000",Condos,"1,070"
3.5+,4,"$17,950,000",Townhomes,"7,500"
2,2,"$1,195,000",Co-op,
2,2,"$720,000",Co-op,
1,1,"$850,000",Condos,688
2.5,2,"$2,750,000",Condos,"1,380"
2,1,"$1,595,000",Condos,865
1,1,"$1,338,000",Co-op,"1,100"
1,1,"$895,000",Co-op,
1,1,"$774,000",Co-op,667
3.5,3,"$3,150,000",Condos,"1,850"
1,1,"$575,000",Co-op,
3.5,3,"$6,995,000",Condos,"2,512"
1,1,"$940,000",Co-op,
1,1,"$1,145,000",Condos,874
3,3,"$2,995,000",Co-op,"1,800"
1,1,"$935,000",Condos,675
4,3,"$4,350,000",Condos,"1,978"
1,1,"$850,000",Co-op,675
3.5,3,"$3,600,000",Condos,"1,967"
1,1,"$700,000",Co-op,
1,1,"$1,150,000",Condos,622
1,1,"$1,395,000",Co-op,
2,2,"$1,625,000",Condos,"1,243"
2.5,2,"$5,995,000",Condos,"2,191"
2,2,"$1,695,000",Condos,949
1,,"$499,000",Condo,680
1,1,"$425,000",Co-op,800
1,1,"$1,850,000",Condos,"1,220"
2,2,"$1,899,999",Condos,"1,492"
1,1,"$950,000",Condos,
3,3,"$4,995,000",Condos,
3,2,"$4,875,000",Condos,"2,400"
1,0,"$450,000",Co-op,450
5.5,5,"$3,250,000",Townhomes,"5,430"
1.5,3,"$480,000",Co-op,
4.5,3,"$27,500,000",Condos,"4,019"
2,2,"$620,000",Co-op,"1,000"
1.5,2,"$1,350,000",Co-op,
3.5,3,"$1,550,000",Co-op,"2,000"
1,0,"$545,000",Co-op,630
3,3,"$1,550,000",Co-op,"1,700"
1,1,"$685,000",Co-op,
2,2,"$1,925,000",Condos,
2,2,"$1,275,000",Co-op,
1,1,"$559,000",Co-op,
1,2,"$615,000",Condos,
1,2,"$1,479,000",House for Sale,"1,103"
2,2,"$850,000",Co-op,
1,0,"$620,000",Co-op,
3.5,3,"$3,800,000",Condos,"2,195"
1,1,"$799,000",Condos,
3,3,"$2,325,000",Co-op,
2.5,2,"$3,385,000",Condos,"1,248"
1,1,"$885,000",Condos,
1,1,"$775,000",Co-op,
1,1,"$425,000",Co-op,
2,2,"$2,600,000",Co-op,
2,2,"$1,887,000",Co-op,"1,385"
1,1,"$1,998,000",Condos,
2,2,"$2,230,000",Condos,"1,273"
8,8,"$2,500,000",Condos,
2,2,"$2,250,000",Co-op,
3,4,"$2,750,000",Co-op,"2,300"
1,1,"$1,850,000",Condos,802
2,2,"$1,650,000",Condos,"1,243"
1,1,"$1,425,000",Condos,732
2,2,"$1,870,000",Condos,"1,000"
2,2,"$1,815,000",Condos,"1,000"
2,3,"$2,450,000",Condos,"1,489"
5.5,6,"$9,750,000",Townhomes,"5,000"
2,2,"$1,895,000",Condos,"1,000"
3.5,4,"$3,300,000",Condos,"2,346"
2,2,"$1,875,000",Condos,"1,155"
2,3,"$2,600,000",Condos,"1,489"
2,2,"$1,805,000",Condos,"1,155"
2,2,"$1,795,000",Condos,"1,155"
